feature,importance,model
cat__card4_mode_mastercard,0.0017310871044173837,xgboost_default
cat__id_31_mode_firefox generic,0.0017287484370172024,xgboost_default
num__id_01_count,0.0017026708228513598,xgboost_default
cat__top_email_domain_cox.net,0.0016952197765931487,xgboost_default
num__addr2_nunique,0.001687672222033143,xgboost_default
num__id_02_count,0.001679199980571866,xgboost_default
cat__id_34_mode_match_status:1,0.0016779381548985839,xgboost_default
cat__id_30_mode_Mac OS X 10_13_1,0.0016753914533182979,xgboost_default
num__id_11_mean,0.0016732370713725686,xgboost_default
cat__top_email_domain_cableone.net,0.0016580079682171345,xgboost_default
cat__top_email_domain_msn.com,0.0016524983802810311,xgboost_default
cat__id_31_mode_edge 16.0,0.00165231351274997,xgboost_default
cat__id_30_mode_Android 5.1.1,0.0016428950475528836,xgboost_default
num__id_01_median,0.0016395983984693885,xgboost_default
cat__id_30_mode_iOS 11.0.3,0.001637931214645505,xgboost_default
cat__id_31_mode_chrome 49.0,0.0016372727695852518,xgboost_default
num__MCC_risk_share_proxy,0.0016330842627212405,xgboost_default
cat__id_30_mode_Android 7.0,0.0016294547822326422,xgboost_default
num__tx_count_high_risk_flow,0.0016059756744652987,xgboost_default
cat__id_31_mode_chrome generic for android,0.0015952733810991049,xgboost_default
cat__id_31_mode_chrome 64.0,0.0015951654640957713,xgboost_default
num__id_05_count,0.001591685228049755,xgboost_default
cat__id_33_mode_2436x1125,0.001583077828399837,xgboost_default
cat__top_email_domain_live.com,0.00157559709623456,xgboost_default
cat__id_33_mode_1024x600,0.0015750140883028507,xgboost_default
num__id_11_median,0.001561680343002081,xgboost_default
cat__id_30_mode_iOS 11.2.5,0.0015610905829817057,xgboost_default
cat__id_31_mode_firefox 57.0,0.0015287894057109952,xgboost_default
cat__card4_mode_visa,0.0015147402882575989,xgboost_default
cat__id_33_mode_1334x750,0.0015127629740163684,xgboost_default
cat__top_email_domain_live.com.mx,0.0015091279055923223,xgboost_default
cat__top_email_domain_gmail,0.001501888153143227,xgboost_default
num__id_09_median,0.0014970218762755394,xgboost_default
num__productcd_nunique,0.0014962739078328013,xgboost_default
cat__id_31_mode_chrome 61.0,0.0014927726006135345,xgboost_default
cat__top_email_domain_bellsouth.net,0.0014888780424371362,xgboost_default
cat__id_37_mode_T,0.0014828105922788382,xgboost_default
cat__id_30_mode_iOS 9.3.5,0.0014825536636635661,xgboost_default
cat__top_email_domain_verizon.net,0.001475958852097392,xgboost_default
cat__id_30_mode_Android 7.1.1,0.0014738793252035975,xgboost_default
cat__id_30_mode_Android,0.0014563038712367415,xgboost_default
cat__id_33_mode_infrequent_sklearn,0.0014549768529832363,xgboost_default
cat__id_33_mode_MISSING,0.0014500822871923447,xgboost_default
cat__id_33_mode_2160x1440,0.0014442187966778874,xgboost_default
cat__top_email_domain_mac.com,0.001441867440007627,xgboost_default
cat__top_email_domain_gmx.de,0.0014342243084684014,xgboost_default
cat__top_email_domain_yahoo.com.mx,0.0014252091059461236,xgboost_default
cat__card4_mode_MISSING,0.0014223407488316298,xgboost_default
cat__id_31_mode_chrome 65.0,0.001419806620106101,xgboost_default
cat__id_30_mode_Linux,0.0014136118115857244,xgboost_default
cat__id_31_mode_mobile safari 9.0,0.001398167572915554,xgboost_default
cat__id_31_mode_android browser 4.0,0.0013977681519463658,xgboost_default
cat__top_email_domain_optonline.net,0.001397240674123168,xgboost_default
cat__id_36_mode_F,0.22740866243839264,xgboost_tuned_small
num__id_03_count,0.05789604410529137,xgboost_tuned_small
num__id_04_count,0.040729302912950516,xgboost_tuned_small
cat__id_38_mode_F,0.03576400876045227,xgboost_tuned_small
num__id_17_mode,0.024532122537493706,xgboost_tuned_small
cat__id_34_mode_match_status:2,0.019181320443749428,xgboost_tuned_small
num__tx_sum_high_risk_flow_proxy,0.01791868731379509,xgboost_tuned_small
cat__id_35_mode_T,0.016669858247041702,xgboost_tuned_small
cat__card6_mode_debit,0.009826998226344585,xgboost_tuned_small
cat__id_29_mode_Found,0.008830716833472252,xgboost_tuned_small
num__id_32_mode,0.008694196119904518,xgboost_tuned_small
num__id_01_mean,0.007690932601690292,xgboost_tuned_small
cat__id_30_mode_MISSING,0.00765188317745924,xgboost_tuned_small
cat__top_email_domain_anonymous.com,0.007295054383575916,xgboost_tuned_small
num__avg_inter_tx_seconds,0.007249193266034126,xgboost_tuned_small
cat__id_31_mode_ie 11.0 for desktop,0.0069475192576646805,xgboost_tuned_small
num__history_support_score,0.00684528611600399,xgboost_tuned_small
num__tx_sum_stanadart_flow_proxy_proxy,0.006674810778349638,xgboost_tuned_small
num__low_history_flag,0.006572645623236895,xgboost_tuned_small
cat__id_31_mode_chrome 62.0,0.006378633435815573,xgboost_tuned_small
num__short_turnover_share,0.00631901528686285,xgboost_tuned_small
num__id_05_mean,0.005468582268804312,xgboost_tuned_small
cat__card4_mode_american express,0.005268807522952557,xgboost_tuned_small
cat__top_email_domain_gmail.com,0.004921287763863802,xgboost_tuned_small
cat__id_33_mode_2048x1536,0.0048966435715556145,xgboost_tuned_small
cat__id_34_mode_MISSING,0.004826427903026342,xgboost_tuned_small
cat__id_31_mode_safari generic,0.00481627881526947,xgboost_tuned_small
num__cash_out_ratio_proxy,0.004760315641760826,xgboost_tuned_small
cat__top_email_domain_outlook.com,0.004741434473544359,xgboost_tuned_small
num__id_06_mean,0.004668098874390125,xgboost_tuned_small
cat__card6_mode_credit,0.004582962021231651,xgboost_tuned_small
cat__id_33_mode_2208x1242,0.004398138727992773,xgboost_tuned_small
cat__top_email_domain_mail.com,0.0042383125983178616,xgboost_tuned_small
cat__id_31_mode_MISSING,0.004236935172230005,xgboost_tuned_small
num__odd_amount_share,0.004185195546597242,xgboost_tuned_small
num__id_09_count,0.004030500538647175,xgboost_tuned_small
cat__id_28_mode_New,0.0038612212520092726,xgboost_tuned_small
num__tx_amount_sum,0.0037475519347935915,xgboost_tuned_small
num__tx_count_standart_flow,0.00371633586473763,xgboost_tuned_small
cat__id_33_mode_1280x720,0.0036884110886603594,xgboost_tuned_small
num__id_14_mode,0.0036192983388900757,xgboost_tuned_small
num__id_10_count,0.003532074624672532,xgboost_tuned_small
num__id_09_mean,0.003501974046230316,xgboost_tuned_small
num__tx_amount_mean,0.003487277077510953,xgboost_tuned_small
cat__id_30_mode_Mac OS X 10_12_6,0.0034084771759808064,xgboost_tuned_small
num__id_02_mean,0.0033693842124193907,xgboost_tuned_small
cat__id_33_mode_855x480,0.0032686821650713682,xgboost_tuned_small
cat__id_31_mode_firefox,0.0032683033496141434,xgboost_tuned_small
cat__id_29_mode_NotFound,0.003218150231987238,xgboost_tuned_small
cat__id_12_mode_NotFound,0.0032150116749107838,xgboost_tuned_small
cat__id_38_mode_T,0.0032131033949553967,xgboost_tuned_small
cat__id_33_mode_1920x1080,0.003190291579812765,xgboost_tuned_small
cat__id_30_mode_Windows 7,0.0031882706098258495,xgboost_tuned_small
cat__id_33_mode_3840x2160,0.003180677769705653,xgboost_tuned_small
cat__id_31_mode_mobile safari generic,0.0031725745648145676,xgboost_tuned_small
cat__card4_mode_discover,0.003167481394484639,xgboost_tuned_small
cat__id_33_mode_2560x1440,0.0031672269105911255,xgboost_tuned_small
cat__id_31_mode_chrome generic,0.0030850355979055166,xgboost_tuned_small
cat__id_16_mode_NotFound,0.0030526313930749893,xgboost_tuned_small
cat__top_email_domain_hotmail.com,0.00305188843049109,xgboost_tuned_small
cat__id_30_mode_Windows 8,0.0030442995484918356,xgboost_tuned_small
num__id_02_median,0.003012529108673334,xgboost_tuned_small
cat__id_31_mode_infrequent_sklearn,0.0030013946816325188,xgboost_tuned_small
num__id_20_mode,0.0029593799263238907,xgboost_tuned_small
cat__id_35_mode_F,0.0029495246708393097,xgboost_tuned_small
cat__top_email_domain_protonmail.com,0.00292536080814898,xgboost_tuned_small
num__tx_count_total,0.0027927132323384285,xgboost_tuned_small
num__non_null_id_values,0.0027760055381804705,xgboost_tuned_small
num__tx_freq_per_day,0.0026979995891451836,xgboost_tuned_small
cat__id_36_mode_T,0.0026671243831515312,xgboost_tuned_small
cat__id_33_mode_1600x900,0.0026321057230234146,xgboost_tuned_small
cat__id_30_mode_iOS 11.1.2,0.0025692929048091173,xgboost_tuned_small
cat__top_email_domain_att.net,0.0025230133906006813,xgboost_tuned_small
cat__id_30_mode_iOS 11.2.2,0.0025062114000320435,xgboost_tuned_small
num__tx_amount_median_proxy,0.002495491411536932,xgboost_tuned_small
cat__top_email_domain_MISSING,0.0024677414912730455,xgboost_tuned_small
cat__id_30_mode_Android 7.1.1,0.002433766145259142,xgboost_tuned_small
cat__id_33_mode_1440x900,0.002421778393909335,xgboost_tuned_small
cat__id_33_mode_1366x768,0.0024208270478993654,xgboost_tuned_small
num__device_type_nunique,0.0023868605494499207,xgboost_tuned_small
cat__id_30_mode_Windows 10,0.002358164405450225,xgboost_tuned_small
num__num_missing_identity,0.00233117351308465,xgboost_tuned_small
cat__id_30_mode_iOS 11.3.0,0.0023294086568057537,xgboost_tuned_small
num__high_risk_vs_mean,0.002327141584828496,xgboost_tuned_small
num__id_04_median,0.0023238705471158028,xgboost_tuned_small
num__tx_dt_span_days,0.0023170372005552053,xgboost_tuned_small
cat__top_email_domain_ymail.com,0.002316758967936039,xgboost_tuned_small
num__id_13_mode,0.0023149875923991203,xgboost_tuned_small
cat__id_31_mode_chrome 66.0 for android,0.0022913541179150343,xgboost_tuned_small
cat__id_30_mode_Mac OS X 10_11_6,0.002253713319078088,xgboost_tuned_small
cat__id_31_mode_ie 11.0 for tablet,0.002240045228973031,xgboost_tuned_small
cat__id_31_mode_mobile safari 10.0,0.002216645050793886,xgboost_tuned_small
cat__id_31_mode_chrome 63.0,0.0022163682151585817,xgboost_tuned_small
cat__id_15_mode_Unknown,0.0022079639602452517,xgboost_tuned_small
num__id_05_median,0.0022064042277634144,xgboost_tuned_small
num__id_01_median,0.002195062581449747,xgboost_tuned_small
cat__top_email_domain_web.de,0.0021933612879365683,xgboost_tuned_small
num__daily_activity_share,0.0021780862007290125,xgboost_tuned_small
cat__id_34_mode_match_status:1,0.0021767092403024435,xgboost_tuned_small
num__id_06_median,0.00216029048897326,xgboost_tuned_small
cat__id_33_mode_2880x1800,0.0021496061235666275,xgboost_tuned_small
cat__top_email_domain_aol.com,0.0021400919649749994,xgboost_tuned_small
num__tx_count_high_risk_flow,0.002134227193892002,xgboost_tuned_small
cat__id_16_mode_MISSING,0.0021336206700652838,xgboost_tuned_small
cat__id_31_mode_edge 15.0,0.0021317440550774336,xgboost_tuned_small
cat__id_33_mode_1680x1050,0.0020922941621392965,xgboost_tuned_small
cat__top_email_domain_hotmail.fr,0.002068227855488658,xgboost_tuned_small
num__id_18_mode,0.002057773992419243,xgboost_tuned_small
num__amount_repeat_share,0.0020451610907912254,xgboost_tuned_small
cat__id_30_mode_Mac OS X 10_10_5,0.0020435936748981476,xgboost_tuned_small
cat__id_15_mode_New,0.0019895127043128014,xgboost_tuned_small
cat__top_email_domain_comcast.net,0.001988713163882494,xgboost_tuned_small
num__crypto_pattern_score,0.001984573435038328,xgboost_tuned_small
num__tx_amount_std,0.0019781766459345818,xgboost_tuned_small
cat__id_33_mode_1280x1024,0.001974419690668583,xgboost_tuned_small
num__weighted_amount_repeat_share,0.001973706530407071,xgboost_tuned_small
cat__id_33_mode_MISSING,0.0019680741243064404,xgboost_tuned_small
cat__id_30_mode_iOS 10.2.1,0.00195977371186018,xgboost_tuned_small
num__addr2_nunique,0.001939294976182282,xgboost_tuned_small
cat__id_31_mode_chrome 63.0 for android,0.0019367928616702557,xgboost_tuned_small
num__id_19_mode,0.00193584815133363,xgboost_tuned_small
cat__id_37_mode_F,0.0019225605065003037,xgboost_tuned_small
cat__id_12_mode_Found,0.0019124018726870418,xgboost_tuned_small
cat__top_email_domain_infrequent_sklearn,0.0019040582701563835,xgboost_tuned_small
cat__id_30_mode_iOS 10.3.1,0.0019012921256944537,xgboost_tuned_small
cat__top_email_domain_sbcglobal.net,0.0018949751975014806,xgboost_tuned_small
cat__id_30_mode_iOS 11.2.6,0.0018888820195570588,xgboost_tuned_small
num__id_02_count,0.001876781228929758,xgboost_tuned_small
num__identity_rows,0.0018707989947870374,xgboost_tuned_small
cat__id_30_mode_Mac OS X 10_13_2,0.001861824537627399,xgboost_tuned_small
cat__top_email_domain_live.com,0.0018505119951441884,xgboost_tuned_small
cat__id_31_mode_samsung browser 6.2,0.0018372785998508334,xgboost_tuned_small
cat__id_31_mode_chrome 66.0,0.0018277138005942106,xgboost_tuned_small
cat__top_email_domain_icloud.com,0.001820645877160132,xgboost_tuned_small
num__id_09_median,0.0018191159470006824,xgboost_tuned_small
cat__id_30_mode_Windows 8.1,0.001815682277083397,xgboost_tuned_small
cat__id_15_mode_Found,0.001814315328374505,xgboost_tuned_small
num__id_10_mean,0.001813262701034546,xgboost_tuned_small
cat__id_31_mode_android webview 4.0,0.0017873389879241586,xgboost_tuned_small
num__id_11_mean,0.0017864004475995898,xgboost_tuned_small
cat__id_30_mode_Mac OS X 10_13_1,0.0017811504658311605,xgboost_tuned_small
cat__id_31_mode_chrome 62.0 for android,0.0017528466414660215,xgboost_tuned_small
cat__id_31_mode_firefox 59.0,0.0017518071690574288,xgboost_tuned_small
cat__top_email_domain_cox.net,0.001751751289702952,xgboost_tuned_small
cat__id_33_mode_1920x1200,0.0017479588277637959,xgboost_tuned_small
cat__id_33_mode_2001x1125,0.0017331388080492616,xgboost_tuned_small
cat__top_email_domain_me.com,0.0017243926413357258,xgboost_tuned_small
cat__id_30_mode_Linux,0.0017213058890774846,xgboost_tuned_small
num__MCC_risk_share_proxy,0.0017200458096340299,xgboost_tuned_small
cat__id_30_mode_infrequent_sklearn,0.0017118592513725162,xgboost_tuned_small
cat__id_31_mode_edge 16.0,0.0016900936607271433,xgboost_tuned_small
cat__top_email_domain_rocketmail.com,0.0016857646405696869,xgboost_tuned_small
num__id_10_median,0.0016848688246682286,xgboost_tuned_small
cat__top_email_domain_yahoo.com.mx,0.0016829108353704214,xgboost_tuned_small
cat__id_31_mode_firefox 58.0,0.0016820546006783843,xgboost_tuned_small
cat__id_16_mode_Found,0.0016751759685575962,xgboost_tuned_small
cat__id_33_mode_1280x800,0.001655501313507557,xgboost_tuned_small
cat__card4_mode_mastercard,0.0016383921029046178,xgboost_tuned_small
cat__top_email_domain_bellsouth.net,0.0016271662898361683,xgboost_tuned_small
num__id_05_count,0.0016212157206609845,xgboost_tuned_small
cat__id_31_mode_chrome 64.0,0.001619890215806663,xgboost_tuned_small
cat__id_30_mode_Android 7.0,0.001611710642464459,xgboost_tuned_small
cat__id_30_mode_iOS 11.0.3,0.0016094113234430552,xgboost_tuned_small
cat__id_31_mode_mobile safari 11.0,0.0015976263675838709,xgboost_tuned_small
cat__id_30_mode_Android 6.0.1,0.001595875364728272,xgboost_tuned_small
cat__id_30_mode_Mac OS X 10_13_4,0.0015910560032352805,xgboost_tuned_small
cat__id_31_mode_mobile safari 9.0,0.001585814985446632,xgboost_tuned_small
cat__top_email_domain_yahoo.com,0.0015833417419344187,xgboost_tuned_small
cat__id_30_mode_iOS 10.3.3,0.0015739289810881019,xgboost_tuned_small
cat__id_33_mode_2560x1600,0.001569329877384007,xgboost_tuned_small
cat__id_33_mode_infrequent_sklearn,0.0015609725378453732,xgboost_tuned_small
cat__id_33_mode_1024x600,0.0015283479588106275,xgboost_tuned_small
cat__top_email_domain_msn.com,0.0015148967504501343,xgboost_tuned_small
cat__id_31_mode_firefox 57.0,0.0015123129123821855,xgboost_tuned_small
cat__id_33_mode_2436x1125,0.001506301574409008,xgboost_tuned_small
cat__id_33_mode_2220x1080,0.0014950238401070237,xgboost_tuned_small
cat__top_email_domain_optonline.net,0.001493872026912868,xgboost_tuned_small
num__id_06_count,0.0014932593330740929,xgboost_tuned_small
num__id_11_count,0.00148501165676862,xgboost_tuned_small
num__id_11_median,0.0014830593718215823,xgboost_tuned_small
cat__id_30_mode_iOS 11.2.1,0.001475460478104651,xgboost_tuned_small
cat__top_email_domain_verizon.net,0.0014684749767184258,xgboost_tuned_small
num__id_03_mean,0.0014589751372113824,xgboost_tuned_small
cat__id_30_mode_iOS 11.2.5,0.0014346663374453783,xgboost_tuned_small
cat__id_33_mode_1334x750,0.0014265038771554828,xgboost_tuned_small
cat__id_30_mode_Android,0.0014256807044148445,xgboost_tuned_small
cat__id_31_mode_chrome generic for android,0.0014016875065863132,xgboost_tuned_small
cat__id_31_mode_chrome 65.0,0.0014006557175889611,xgboost_tuned_small
cat__id_31_mode_safari 11.0,0.0013998305657878518,xgboost_tuned_small
cat__id_30_mode_Android 8.0.0,0.001386613817885518,xgboost_tuned_small
cat__id_33_mode_1136x640,0.0013766569318249822,xgboost_tuned_small
cat__id_33_mode_2732x2048,0.0013743173331022263,xgboost_tuned_small
num__productcd_nunique,0.0013713769149035215,xgboost_tuned_small
cat__card6_mode_MISSING,0.0013661637203767896,xgboost_tuned_small
cat__card4_mode_visa,0.0013430436374619603,xgboost_tuned_small
num__id_03_median,0.0013404515339061618,xgboost_tuned_small
cat__top_email_domain_charter.net,0.0013302892912179232,xgboost_tuned_small
num__id_07_count,0.0013106203405186534,xgboost_tuned_small
cat__id_34_mode_match_status:0,0.0012965358328074217,xgboost_tuned_small
cat__id_33_mode_1024x768,0.0012578396126627922,xgboost_tuned_small
